title,Russian Translation ,Turkish Translation ,content,positive,negative,neutral,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
trident,трезубец,,trident,0,0,neu,0,0,0,0,0,0,0,0
trifle,мелочь,,xırda şey,0,neg,0,0,0,0,0,0,0,0,0
trig,аккуратный,trigonometri,tətik,pos,0,0,0,0,0,0,0,0,0,0
trigger,триггер,tetik,tətik,0,0,neu,0,0,0,0,0,0,0,0
trigonometry,тригонометрия,,trigonometriya,0,0,neu,0,0,0,0,0,0,0,0
trillion,триллион,,trilyon,0,0,neu,0,0,0,0,0,0,0,0
trim,отделка,süs,kəsmək,0,0,neu,0,0,0,0,0,0,0,0
trimmer,триммер,düzenleyici,qayçı,0,0,neu,0,0,0,0,0,0,0,0
trimming,обрезки,süsleme,kəsmə,0,0,neu,0,0,0,0,0,0,0,0
trine,триада,,üçlük,0,0,neu,0,0,0,0,0,0,0,0
trinity,Троица,üçlü,üçlük,0,0,neu,0,0,0,0,0,0,0,0
trio,трио,,üçlüyü,0,0,neu,0,0,0,0,0,0,0,0
trip,поездка,gezi,səyahət,0,0,neu,0,0,0,0,0,0,sur,0
tripartite,трехсторонний,,üçlü,0,0,neu,0,0,0,0,0,0,0,0
triple,тройной,,üçqat,0,0,neu,0,0,0,0,0,0,0,0
triplet,триплет,,üçlü,0,0,neu,0,0,0,0,0,0,0,0
triplicate,трипликат,,üçqat,0,0,neu,0,0,0,0,0,0,0,0
tripod,штатив,,tripod,0,0,neu,0,0,0,0,0,0,0,0
tripping,отключение,,açılma,0,neg,0,ang,0,0,0,0,sad,0,0
trite,банальный,basmakalıp,trite,0,0,neu,0,0,0,0,0,0,0,0
tritium,тритий,,trityum,0,0,neu,0,0,0,0,0,0,0,0
triumph,триумф,zafer,zəfər,pos,0,0,0,ant,0,0,joy,0,0,0
triumphant,торжествующий,,qalib,pos,0,0,0,ant,0,0,joy,0,0,tru
troll,тролль,trol,troll,0,neg,0,ang,0,0,fea,0,0,0,0
trolley,тележка,tramvay,arabası,0,0,neu,0,0,0,0,0,0,0,0
trombone,тромбон,trombon,trombon,0,0,neu,0,0,0,0,0,0,0,0
troop,отряд,,qoşun,0,0,neu,0,0,0,0,0,0,0,0
trooper,кавалерист,süvari atı,əsgər,0,0,neu,0,0,0,0,0,0,0,0
troops,войска,,qoşunlar,0,0,neu,0,0,0,0,0,0,0,0
trophy,трофей,,kubok,pos,0,0,0,ant,0,0,joy,0,sur,tru
tropical,тропический,,tropik,0,0,neu,0,0,0,0,0,0,0,0
trot,рысь,tırıs,trot,0,0,neu,0,0,0,0,0,0,0,0
troublesome,трудный,,narahat,0,neg,0,ang,0,0,fea,0,0,0,0
trough,корыто,yalak,çömçə,0,0,neu,0,0,0,0,0,0,0,0
troupe,труппа,,truppa,0,0,neu,0,0,0,0,0,0,0,0
trousers,брюки,pantolon,şalvar,0,0,neu,0,0,0,0,0,0,0,0
trout,форель,alabalık,alabalıq,0,0,neu,0,0,0,0,0,0,0,0
trowel,мастерок,,mala,0,0,neu,0,0,0,0,0,0,0,0
truce,перемирие,,barışıq,pos,0,0,0,0,0,0,joy,0,0,tru
truck,грузовик,kamyon,yük maşını,0,0,neu,0,0,0,0,0,0,0,tru
TRUE,правда,,DOĞRU,pos,0,0,0,0,0,0,joy,0,0,tru
truism,трюизм,,həqiqət,0,0,neu,0,0,0,0,0,0,0,0
trump,козырь,koz,qoz,0,0,neu,0,0,0,0,0,0,sur,0
trumpet,труба,,truba,0,neg,0,0,0,0,0,0,0,0,0
trumpeter,трубач,,zurnaçı,0,0,neu,0,0,0,0,0,0,0,0
truncate,урезать,kesmek,kəsmək,0,0,neu,0,0,0,0,0,0,0,0
truncated,усеченный,,kəsilmiş,0,0,neu,0,0,0,0,0,0,0,0
trundle,катить,,trundle,0,0,neu,0,0,0,0,0,0,0,0
trunk,хобот,gövde,gövdə,0,0,neu,0,0,0,0,0,0,0,0
truss,ферма,,truss,0,0,neu,0,0,0,0,0,0,0,tru
trust,доверие,güven,etibar,0,0,neu,0,0,0,0,0,0,0,tru
trustee,доверенное лицо,,qəyyum,0,0,neu,0,0,0,0,0,0,0,tru
trusty,надежный,,etibarlı,pos,0,0,0,0,0,0,0,0,0,0
truth,правда,hakikat,həqiqət,pos,0,0,0,0,0,0,0,0,0,tru
truthful,правдивый,,doğru,0,0,neu,0,0,0,0,0,0,0,tru
truthfulness,правдивость,,həqiqətlilik,pos,0,0,0,0,0,0,0,0,0,tru
tryout,проверять,,cəhd,0,0,neu,0,0,0,0,0,0,0,0
tub,ванна,küvet,çəllək,0,0,neu,0,0,0,0,0,0,0,0
tube,трубка,tüp,boru,0,0,neu,0,0,0,0,0,0,0,0
tubular,трубчатый,,borulu,0,0,neu,0,0,0,0,0,0,0,0
tubule,трубочка,,boru,0,0,neu,0,0,0,0,0,0,0,0
tuck,складка,sokmak,bükmək,0,0,neu,0,0,0,0,0,0,0,0
tucker,косынка,,tucker,0,0,neu,0,0,0,0,0,0,0,0
tufted,с хохолком,,tüklü,0,0,neu,0,0,0,0,0,0,0,0
tug,буксир,römorkör,çəkmə,0,0,neu,0,0,0,0,0,0,0,0
tuition,обучение,öğretim,təhsil haqqı,0,0,neu,0,0,0,0,0,0,0,0
tulip,тюльпан,,lalə,0,0,neu,0,0,0,0,0,0,0,0
tumble,падать,takla,yıxmaq,0,neg,0,0,0,0,0,0,0,0,0
tumbler,стакан,,stəkan,0,0,neu,0,0,0,0,0,0,0,0
tumor,опухоль,tümör,şiş,0,neg,0,0,0,0,fea,0,0,0,0
tumour,опухоль,,şiş,0,neg,0,0,0,0,fea,0,sad,0,0
tumult,смятение,,təlatüm,0,neg,0,ang,0,0,fea,0,0,sur,0
tumultuous,шумный,kargaşalı,qarışıq,0,neg,0,ang,0,0,fea,0,0,0,0
tun,тун,şarap fıçısı,tun,0,0,neu,0,0,0,0,0,0,0,0
tuna,тунец,ton balığı,orkinos,0,0,neu,0,0,0,0,0,0,0,0
tunable,настраиваемый,,tənzimlənən,0,0,neu,0,0,0,0,0,0,0,0
tune,мелодия,melodi,sazlamaq,0,0,neu,0,0,0,0,0,0,0,0
tunic,туника,,tunika,0,0,neu,0,0,0,0,0,0,0,0
tuning,настройка,ayarlama,tənzimləmə,0,0,neu,0,0,0,0,0,0,0,0
tunnel,туннель,tünel,tunel,0,0,neu,0,0,0,0,0,0,0,0
turban,тюрбан,türban,türban,0,0,neu,0,0,0,0,0,0,0,0
turbidity,мутность,,bulanıklıq,0,0,neu,0,0,0,0,0,0,0,0
turbine,турбина,,turbin,0,0,neu,0,0,0,0,0,0,0,0
turbulence,турбулентность,,turbulentlik,0,neg,0,ang,0,0,fea,0,0,0,0
turbulent,турбулентный,çalkantılı,turbulent,0,neg,0,0,0,0,fea,0,0,0,0
turf,торф,,çəmən,0,0,neu,0,0,0,0,0,0,0,0
turmeric,куркума,zerdeçal,zerdeçal,0,0,neu,0,0,0,0,0,0,0,0
turmoil,суматоха,,qarışıqlıq,0,neg,0,ang,0,0,fea,0,sad,0,0
turn,поворот,dönüş,dönmək,0,0,neu,0,0,0,0,0,0,0,0
turning,превращение,çevirme,dönmə,0,0,neu,0,0,0,0,0,0,0,0
turnkey,тюремщик,,açar teslim,0,0,neu,0,0,0,0,0,0,0,0
turnpike,большак,,turnike,0,0,neu,0,0,0,0,0,0,0,0
turntable,проигрыватель,,dönər masası,0,0,neu,0,0,0,0,0,0,0,0
turquoise,бирюзовый,turkuaz,firuzəyi,0,0,neu,0,0,0,0,0,0,0,0
turret,башенка,,qüllə,0,0,neu,0,0,0,0,0,0,0,0
turtleneck,водолазка,balıkçı yaka,tısbağa,0,0,neu,0,0,0,0,0,0,0,0
tussle,борьба,mücâdele,toqquşmaq,0,0,neu,ang,0,0,0,0,0,0,0
tutelage,опека,,qəyyumluq,pos,0,0,0,0,0,0,0,0,0,tru
tutor,репетитор,,tərbiyəçi,pos,0,0,0,0,0,0,0,0,0,0
tweak,щипать,,çimmək,0,0,neu,0,0,0,0,0,0,0,0
twelfth,двенадцатый,,on ikinci,0,0,neu,0,0,0,0,0,0,0,0
twelve,двенадцать,oniki,on iki,0,0,neu,0,0,0,0,0,0,0,0
twentieth,двадцатый,,iyirminci,0,0,neu,0,0,0,0,0,0,0,0
twenty,двадцать,,iyirmi,0,0,neu,0,0,0,0,0,0,0,0
twig,веточка,,budaq,0,0,neu,0,0,0,0,0,0,0,0
twilight,сумерки,alaca karanlık,alacakaranlıq,0,0,neu,0,0,0,0,0,0,0,0
twill,твил,fitilli kumaş,qıvrım,0,0,neu,0,0,0,0,0,0,0,0
twin,близнец,ikiz,əkiz,pos,0,0,0,0,0,0,0,0,0,0
twine,шпагат,,ip,0,0,neu,0,0,0,0,0,0,0,0
twinkle,мерцать,pırıltı,parıldamaq,pos,0,0,0,ant,0,0,joy,0,0,0
twins,близнецы,ikizler,əkizlər,0,0,neu,0,0,0,0,0,0,0,0
twist,поворот,,bükmək,0,0,neu,0,0,0,0,0,0,0,0
twisted,витой,bükülmüş,bükülmüş,0,0,neu,0,0,0,0,0,0,0,0
twitch,дергаться,seğirme,seğirmek,0,neg,0,0,0,0,0,0,0,0,0
twofold,вдвое,,ikiqat,0,0,neu,0,0,0,0,0,0,0,0
tycoon,магнат,,maqnat,0,0,neu,0,0,0,0,0,0,0,0
type,тип,tip,növü,0,0,neu,0,0,0,0,0,0,0,0
typewriter,пишущая машинка,daktilo,yazı makinası,0,0,neu,0,0,0,0,0,0,0,0
typhoon,тайфун,,tayfun,0,neg,0,0,0,0,fea,0,0,0,0
typically,типично,,tipik olaraq,0,0,neu,0,0,0,0,0,0,0,0
typist,машинистка,,yazıçı,0,0,neu,0,0,0,0,0,0,0,0
typography,оформление,,mətbəə,0,0,neu,0,0,0,0,0,0,0,0
tyrannical,тиранический,,zalım,0,neg,0,ang,0,dis,fea,0,0,0,0
tyranny,тирания,tiranlık,zülm,0,neg,0,0,0,0,fea,0,sad,0,0
tyrant,тиран,,zalım,0,neg,0,ang,0,dis,fea,0,sad,0,0
tyre,шина,,şin,0,0,neu,0,0,0,0,0,0,0,0
ubiquitous,вездесущий,her yerde birden bulunan,hər yerdə,0,0,neu,0,0,0,0,0,0,0,0
ubiquity,повсеместность,,hər yerdə,0,0,neu,0,0,0,0,0,0,0,0
ugliness,уродство,,çirkinlik,0,neg,0,0,0,dis,fea,0,sad,0,0
ugly,уродливый,çirkin,çirkin,0,neg,0,0,0,dis,0,0,0,0,0
ulcer,язва,,ülser,0,neg,0,ang,0,dis,fea,0,sad,0,0
ulterior,скрытый,,ulterior,0,neg,0,0,0,0,0,0,0,0,0
ultimate,окончательный,,son,0,0,neu,0,ant,0,0,0,sad,0,0
ultimately,в конечном счете,eninde sonunda,sonda,pos,0,0,0,ant,0,0,0,0,0,0
ultimatum,ультиматум,ültimatom,ultimatum,0,neg,0,ang,0,0,fea,0,0,0,0
ultimo,конец месяца,,ultimo,0,0,neu,0,0,0,0,0,0,0,0
ultraviolet,ультрафиолетовый,,ultrabənövşəyi,0,0,neu,0,0,0,0,0,0,0,0
umbilical,пуповина,,göbək,0,0,neu,0,0,0,0,0,0,0,0
umbra,тень,,umbra,0,0,neu,0,0,0,0,0,0,0,0
umbrella,зонт,şemsiye,çətir,0,0,neu,0,0,0,0,0,0,0,0
umpire,судья,,hakim,pos,0,0,0,0,0,0,0,0,0,tru
unabashed,нерастерявшийся,,qorxmadan,0,0,neu,0,0,0,0,0,0,0,0
unabated,неустанный,,dayanmadan,0,0,neu,0,0,0,0,0,0,0,0
unable,неспособный,,bacarmayan,0,neg,0,0,0,0,0,0,sad,0,0
unacceptable,неприемлемый,kabul edilemez,qəbuledilməz,0,neg,0,0,0,0,0,0,sad,0,0
unaccompanied,без аккомпанемента,,müşayiət olunmayan,0,0,neu,0,0,0,0,0,0,0,0
unaccountable,необъяснимый,,cavabsız,0,neg,0,0,ant,dis,0,0,sad,0,tru
unacknowledged,непризнанный,,tanınmamış,0,0,neu,0,0,0,0,0,sad,0,0
unadulterated,чистейший,,qatqısız,0,0,neu,0,0,0,0,0,0,0,0
unaided,без посторонней помощи,yardımsız,köməksiz,0,0,neu,0,0,0,0,0,0,0,0
unaltered,неизменный,,dəyişdirilməmiş,0,0,neu,0,0,0,0,0,0,0,0
unambiguous,недвусмысленный,,birmənalı,0,0,neu,0,0,0,0,0,0,0,0
unanimity,единодушие,,yekdillik,pos,0,0,0,0,0,0,0,0,0,0
unanimous,единодушное,,yekdilliklə,pos,0,0,0,0,0,0,0,0,0,0
unanimously,единогласно,,yekdilliklə,0,0,neu,0,0,0,0,0,0,0,0
unanticipated,Непредвиденный,,gözlənilməz,0,0,neu,0,0,0,0,0,0,sur,0
unapproved,несанкционированный,,təsdiqlənməmiş,0,neg,0,0,0,0,0,0,0,0,0
unarmed,безоружный,,silahsız,0,0,neu,0,0,0,0,0,0,0,0
unassisted,без посторонней помощи,,köməksiz,0,0,neu,0,0,0,0,0,0,0,0
unassuming,непритязательный,,təvazökar,pos,0,0,0,0,0,0,0,0,0,0
unattached,неприкрепленный,,əlaqəsiz,0,neg,0,0,0,0,0,0,0,0,0
unattainable,недостижимый,,əlçatmaz,0,neg,0,ang,0,0,0,0,sad,0,0
unattended,без присмотра,,nəzarətsiz,0,0,neu,0,0,0,0,0,0,0,0
unattractive,непривлекательный,çirkin,cəlbedici deyil,0,neg,0,0,0,dis,0,0,sad,0,0
unauthorized,несанкционированный,,icazəsiz,0,neg,0,0,0,0,0,0,0,0,0
unavoidable,неизбежный,kaçınılmaz,qaçılmaz,0,neg,0,0,0,0,0,0,0,0,0
unaware,не знают,habersiz,xəbərsiz,0,neg,0,0,0,0,0,0,0,0,0
unbalanced,несбалансированный,,balanssız,0,0,neu,0,0,0,0,0,0,0,0
unbearable,невыносимо,dayanılmaz,dözülməz,0,neg,0,0,0,dis,0,0,sad,0,0
unbeaten,непревзойденный,,məğlubiyyətsiz,pos,neg,0,0,ant,0,0,joy,sad,sur,0
unbelief,неверие,,inamsızlıq,0,neg,0,0,0,0,0,0,0,0,0
unbelievable,невероятно,inanılmaz,inanılmaz,0,neg,0,0,0,0,0,0,0,0,0
unbiased,беспристрастный,,qərəzsiz,pos,0,0,0,0,0,0,0,0,0,0
unborn,нерожденный,,doğulmamış,0,neg,0,0,0,0,0,0,0,0,0
unbound,несвязанный,,sərhədsiz,0,0,neu,0,0,0,0,0,0,0,0
unbounded,неограниченный,,sərhədsiz,0,0,neu,0,0,0,0,0,0,0,0
unbreakable,Неуязвимый,,qırılmaz,pos,0,0,0,0,0,0,0,0,0,0
unbridled,необузданный,,cilovsuz,pos,neg,0,ang,ant,0,fea,0,0,sur,0
unbroken,непрерывный,,qırılmamış,pos,0,0,0,0,0,0,0,0,0,tru
uncanny,сверхъестественный,,qəribə,0,neg,0,0,0,0,fea,0,0,sur,0
uncaring,невнимательными,,qayğısız,0,neg,0,ang,0,dis,0,0,sad,0,0
uncertain,неопределенный,,qeyri -müəyyən,0,neg,0,ang,0,dis,fea,0,0,sur,0
uncertainty,неопределенность,belirsizlik,qeyri -müəyyənlik,0,0,neu,0,0,0,0,0,0,0,0
unchallenged,безраздельно,,çağırışsız,0,0,neu,0,0,0,0,0,0,0,0
unchangeable,неизменный,,dəyişməz,0,neg,0,0,0,0,0,0,0,0,0
unchanged,без изменений,,dəyişməz,0,0,neu,0,0,0,0,0,0,0,0
unclaimed,невостребованный,,tələb olunmamış,0,0,neu,0,0,0,0,0,0,0,0
uncle,дядя,amca,əmi,0,0,neu,0,0,0,0,0,0,0,0
unclean,нечистый,,murdar,0,neg,0,0,0,dis,0,0,0,0,0
uncomfortable,неудобный,rahatsız,narahat,0,neg,0,0,0,0,0,0,0,0,0
uncommon,редкий,,qeyri -adi,0,0,neu,0,0,0,0,0,0,0,0
uncommonly,необыкновенно,,qeyri -adi,0,0,neu,0,0,0,0,0,0,0,0
uncompromising,непреклонный,,barışmaz,0,0,neu,0,0,0,0,0,0,0,0
unconcerned,равнодушный,,narahat olmayan,0,0,neu,0,0,0,0,0,0,0,0
unconfirmed,неподтвержденный,doğrulanmamış,təsdiqlənməmiş,0,0,neu,0,0,0,0,0,0,0,0
unconnected,несвязанный,,əlaqəsiz,0,0,neu,0,0,0,0,0,0,0,0
unconscionable,бессовестный,,vicdansız,0,neg,0,0,0,dis,0,0,0,0,0
unconscious,бессознательный,bilinçsiz,bihuş,0,neg,0,0,0,0,0,0,0,0,0
unconsciousness,беспамятство,,şüursuzluq,0,0,neu,0,0,0,0,0,0,0,0
unconstitutional,неконституционный,anayasaya aykırı,konstitusiyaya zidd,0,neg,0,0,0,0,0,0,0,0,0
unconstrained,непринужденный,,məhdudiyyətsiz,pos,0,0,0,0,0,0,joy,0,0,0
uncontested,неоспоримый,,mübahisəsiz,0,0,neu,0,0,0,0,0,0,0,0
uncontrollable,неконтролируемый,,idarəolunmaz,0,neg,0,ang,ant,0,0,0,0,sur,0
uncontrolled,неконтролируемый,,nəzarətsiz,0,neg,0,0,0,0,0,0,0,0,0
unconventional,нетрадиционный,,qeyri -ənənəvi,0,0,neu,0,0,0,0,0,0,0,0
unconvinced,убеждены,,inandırıcı deyil,0,0,neu,0,0,0,0,0,0,0,0
uncooked,сырой,pişmemiş,bişməmiş,0,0,neu,0,0,0,0,0,0,0,0
uncorrelated,коррелируют,,əlaqəsiz,0,0,neu,0,0,0,0,0,0,0,0
uncover,раскрывать,ortaya çıkarmak,açmaq,0,0,neu,0,0,0,0,0,0,sur,0
uncritical,некритичный,,tənqidi,0,0,neu,0,0,0,0,0,0,0,0
uncut,неразрезанный,,kəsilməmiş,0,0,neu,0,0,0,0,0,0,0,0
undecided,нерешительный,kararsız,qərarsız,0,neg,0,0,ant,0,fea,0,0,0,0
undefined,не определено,tanımlanmamış,təyin olunmamış,0,0,neu,0,0,0,0,0,0,0,0
undeniable,неоспоримый,,danılmaz,0,0,neu,0,0,0,0,0,0,0,0
undercover,под прикрытием,,gizli,0,0,neu,0,0,0,0,0,0,0,0
undercurrent,минимального тока,,cərəyan,0,0,neu,0,0,0,0,0,0,0,0
underestimate,недооценивать,,qiymətləndirməmək,0,0,neu,0,0,0,0,0,0,sur,0
undergo,подвергаться,uğramak,keçmək,0,0,neu,0,0,0,0,0,0,0,0
undergraduate,студент,lisans,bakalavr,0,0,neu,0,0,0,0,0,0,0,0
underground,метро,yeraltı,yeraltı,0,0,neu,0,0,0,0,0,0,0,0
underlie,лежать в основе,,altında yatmaq,0,0,neu,0,0,0,0,0,0,0,0
underline,подчеркивание,altını çizmek,altını çəkmək,pos,0,0,0,0,0,0,0,0,0,0
undermined,подорвали,,zədələnmiş,0,neg,0,0,0,0,0,0,0,0,0
underneath,под,altında,altında,0,0,neu,0,0,0,0,0,0,0,0
underpaid,низкооплачиваемый,,az ödənilmiş,0,neg,0,ang,0,0,0,0,sad,0,0
underpants,трусы,,şalvar,0,0,neu,0,0,0,0,0,0,0,0
underscore,подчеркивать,,vurğulamaq,0,0,neu,0,0,0,0,0,0,0,0
undersized,низкорослый,,kiçik ölçülü,0,neg,0,0,0,0,0,0,0,0,0
understanding,понимание,,anlayış,pos,0,0,0,0,0,0,0,0,0,tru
understood,понимать,anlaşılan,başa düşdü,0,0,neu,0,0,0,0,0,0,0,0
undertake,предпринимать,üstlenmek,götürmək,0,0,neu,0,0,0,0,0,0,0,0
undertaker,гробовщик,cenazeci,sahibkar,0,0,neu,0,0,0,0,0,sad,0,0
undertaking,предприятие,,öhdəlik götürmək,0,0,neu,0,ant,0,0,0,0,0,0
underwood,подлесок,,ağac,0,0,neu,0,0,0,0,0,0,0,0
underwrite,гарантировать,,sığortalamaq,pos,0,0,0,0,0,0,0,0,0,tru
underwriter,андеррайтер,,anderrayter,0,0,neu,0,0,0,0,0,0,0,0
undeserved,незаслуженный,,haqsız,0,0,neu,0,0,0,0,0,0,0,0
undesirable,нежелательный,,arzuolunmaz,0,neg,0,ang,0,dis,fea,0,sad,0,0
undesired,нежелательное,istenmeyen,arzuolunmaz,0,neg,0,0,0,0,0,0,sad,0,0
undeveloped,неразвитой,,inkişaf etməmiş,0,0,neu,0,0,0,0,0,0,0,0
undirected,ненаправленный,,yönləndirilməmiş,0,0,neu,0,0,0,0,0,0,0,0
undisclosed,не указано,gizli,açıqlanmayan,0,0,neu,0,ant,0,0,0,0,0,0
undiscovered,нераскрытый,,kəşf edilməmiş,0,0,neu,0,0,0,0,0,0,sur,0
undisputed,бесспорный,tartışmasız,mübahisəsiz,0,0,neu,0,0,0,0,0,0,0,0
undisturbed,спокойно,,narahat olmayan,0,0,neu,0,0,0,0,0,0,0,0
undivided,неразделенный,,bölünməmiş,pos,0,0,0,0,0,0,0,0,0,0
undo,аннулировать,geri,ləğv et,0,neg,0,0,0,0,0,0,0,0,0
undoing,уничтожение,,ləğv etmək,0,0,neu,0,0,0,0,0,0,0,0
undoubted,несомненный,şüphesiz,şübhəsiz,0,0,neu,0,ant,dis,0,0,0,0,0
undress,раздевать,,soyunmaq,0,0,neu,0,0,0,0,0,0,0,0
undressed,раздетый,,soyunub,0,0,neu,0,0,0,0,0,0,0,0
undue,чрезмерный,,yersiz,0,0,neu,0,0,0,0,0,0,0,0
undying,бессмертный,,ölməz,pos,0,0,0,ant,0,0,joy,sad,0,tru
unearned,нетрудовой,,qazanılmamış,0,0,neu,0,0,0,0,0,0,0,0
unearth,раскапывать,,açmaq,0,0,neu,0,0,0,0,0,0,0,0
uneasiness,беспокойство,,narahatlıq,0,neg,0,0,ant,0,0,0,sad,0,0
uneasy,беспокойный,huzursuz,narahat,0,neg,0,0,0,dis,fea,0,0,0,0
uneducated,необразованный,cahil,tərbiyəsiz,0,neg,0,0,0,0,0,0,sad,0,0
unemployed,безработные,işsiz,işsiz,0,neg,0,0,0,0,fea,0,sad,0,0
unencumbered,свободный,,nömrəsiz,0,0,neu,0,0,0,0,0,0,0,0
unending,нескончаемый,bitmeyen,bitməyən,0,0,neu,0,0,0,0,0,0,0,0
unequal,неравный,,qeyri -bərabər,0,neg,0,ang,0,dis,fea,0,sad,0,0
unequalled,непревзойденный,,bərabərsiz,0,0,neu,0,0,0,0,0,0,0,0
unequivocal,недвусмысленный,,birmənalı,0,0,neu,0,0,0,0,0,0,0,tru
unequivocally,однозначно,,birmənalı olaraq,pos,0,0,0,0,0,0,0,0,0,0
uneven,неровный,,qeyri -bərabər,0,neg,0,0,0,0,0,0,0,0,0
uneventful,без осложнений,,qeyri -müəyyən,0,0,neu,0,0,0,0,0,0,0,0
unexpected,неожиданный,,gözlənilməz,pos,neg,0,0,ant,0,fea,joy,0,sur,0
unexpectedly,неожиданно,,gözlənilmədən,0,0,neu,0,0,0,0,0,0,sur,0
unexplained,необъяснимый,,səbəbsiz,0,neg,0,0,ant,0,0,0,sad,0,0
unexplored,неисследованный,,araşdırılmamış,0,0,neu,0,0,0,0,0,0,0,0
unfailing,неизменный,,sarsılmaz,0,0,neu,0,0,0,0,0,0,0,0
unfair,недобросовестной,haksız,ədalətsiz,0,neg,0,ang,0,dis,0,0,sad,0,0
unfairness,несправедливость,,ədalətsizlik,0,neg,0,ang,0,0,0,0,sad,0,0
unfaithful,неверный,,vəfasız,0,neg,0,0,0,dis,0,0,0,0,0
unfamiliar,незнакомый,yabancı,tanımadığı,0,0,neu,0,0,0,0,0,0,0,0
unfavorable,неблагоприятный,,əlverişsiz,0,neg,0,0,0,dis,0,0,sad,0,0
unfettered,освобожденный,,məhdudiyyətsiz,0,0,neu,0,0,0,0,0,0,0,0
unfinished,незаконченный,,yarımçıq,0,neg,0,0,0,0,0,0,0,0,0
unflinching,непоколебимой,,sarsılmaz,0,0,neu,0,0,0,0,0,0,0,0
unfold,раскрываться,açılmak,açmaq,pos,0,0,0,ant,0,0,0,0,0,0
unforeseen,непредвиденный,,gözlənilməz,0,0,neu,0,0,0,0,0,0,sur,0
unforgiving,неумолимый,,bağışlanmaz,0,neg,0,ang,0,0,0,0,sad,0,0
unfortunate,несчастный,,bədbəxt,0,neg,0,0,0,0,0,0,sad,0,0
unfriendly,недружественный,,dostcasına olmayan,0,neg,0,ang,0,dis,fea,0,sad,0,0
unfulfilled,невыполненный,,yerinə yetirilməmiş,0,neg,0,ang,ant,0,0,0,sad,sur,0
unfurnished,немеблированный,,mebelsiz,0,neg,0,0,0,0,0,0,0,0,0
ungodly,нечестивых,,allahsız,0,neg,0,0,0,0,0,0,sad,0,0
ungrateful,неблагодарный,nankör,nankor,0,neg,0,ang,0,dis,0,0,0,0,0
unguarded,неохраняемый,,mühafizəsiz,0,0,neu,0,0,0,0,0,0,sur,0
unhappiness,несчастье,,bədbəxtlik,0,neg,0,0,0,0,0,0,sad,0,0
unhappy,несчастный,,bədbəxt,0,neg,0,ang,0,dis,0,0,sad,0,0
unharmed,невредимый,,zərərsiz,0,0,neu,0,0,0,0,0,0,0,0
unhealthy,нездоровый,,qeyri -sağlam,0,neg,0,0,0,dis,fea,0,sad,0,0
unhindered,беспрепятственно,,maneəsiz,0,0,neu,0,0,0,0,0,0,0,0
unholy,нечестивый,,pis,0,neg,0,0,0,0,fea,0,0,0,0
unicorn,единорог,tek boynuzlu at,unicorn,0,0,neu,0,0,0,0,0,0,0,0
unification,объединение,,birləşmə,pos,0,0,0,ant,0,0,joy,0,0,tru
uniform,форма,,uniforma,0,0,neu,0,0,0,0,0,0,0,0
uniformity,однородность,,vahidlik,0,0,neu,0,0,0,0,0,0,0,0
uniformly,равномерно,,vahid,pos,0,0,0,0,0,0,0,0,0,0
unimaginable,невообразимый,,ağlasığmaz,pos,neg,0,0,0,0,0,0,0,sur,0
unimportant,неважный,önemsiz,əhəmiyyətsiz,0,neg,0,0,0,0,0,0,sad,0,0
unimpressed,впечатления,,təsirlənməmiş,0,neg,0,0,0,0,0,0,0,0,0
unimproved,необработанный,,təkmilləşdirilməmiş,0,neg,0,0,0,0,0,0,0,0,0
uninfected,неинфицированный,,yoluxmamış,pos,0,0,0,0,0,0,0,0,0,0
uninformed,несведущий,bilgisiz,xəbərsiz,0,neg,0,0,0,0,0,0,0,0,0
uninhabited,необитаемый,,yaşayışsız,0,0,neu,0,0,0,0,0,0,0,0
uninitiated,непосвященных,,başlanğıcsız,0,neg,0,0,0,0,0,0,0,0,0
uninspired,скучный,,ilhamsız,0,neg,0,0,0,0,0,0,sad,0,0
unintelligible,неразборчивый,,anlaşılmaz,0,neg,0,0,0,0,0,0,0,0,0
unintended,непреднамеренный,kasıtsız,qəsdən,0,0,neu,0,0,0,0,0,0,sur,0
unintentional,непреднамеренный,kasıtsız,istəmədən,0,0,neu,0,0,0,0,0,0,sur,0
unintentionally,нечаянно,istemeden,bilmədən,0,neg,0,0,0,0,0,0,0,sur,0
uninterested,незаинтересованный,,maraqsız,0,neg,0,0,0,0,0,0,sad,0,0
uninteresting,неинтересный,,maraqsız,0,neg,0,0,0,0,0,0,sad,0,0
uninterrupted,непрерывный,,fasiləsiz,0,0,neu,0,0,0,0,0,0,0,0
uninvited,незваный,,çağırılmamış,0,0,neu,0,0,0,0,0,sad,0,0
union,союз,sendika,birlik,0,0,neu,0,0,0,0,0,0,0,0
unique,уникальный,benzersiz,unikal,pos,0,0,0,0,0,0,0,0,sur,0
unison,унисон,,vahid,pos,0,0,0,0,0,0,0,0,0,0
unit,блок,birim,vahid,0,0,neu,0,0,0,0,0,0,0,0
unitary,унитарный,,vahid,pos,0,0,0,0,0,0,0,0,0,0
unite,объединять,birleştirmek,birləşmək,0,0,neu,0,0,0,0,0,0,0,0
united,единый,,birləşdi,pos,0,0,0,0,0,0,0,0,0,tru
unity,единство,birlik,birlik,pos,0,0,0,0,0,0,0,0,0,tru
universal,универсальный,,universal,0,0,neu,0,0,0,0,0,0,0,0
